gene	zscore
GENE_0117	-0.30944284027392605
GENE_0118	-0.13887707281870637
GENE_0119	0.04334980752562778
GENE_0120	0.050285035143789375
GENE_0121	-0.0939790628880632
GENE_0122	-0.5495504839453268
GENE_0123	-0.1940150341384463
GENE_0124	-0.42058416617927175
GENE_0125	-0.022642587787055798
GENE_0126	-0.012192851751886833
GENE_0127	-0.03802096127702771
GENE_0128	-0.28299552075484735
GENE_0129	-0.501989654598228
GENE_0130	0.4286493830590338
GENE_0131	0.005824915527258094
GENE_0132	-0.09388057552711841
GENE_0133	-0.020180801254581854
GENE_0134	-0.4023795677224246
GENE_0135	0.3864992939406814
GENE_0136	-0.21445848430096756
GENE_0137	-0.033880199182132434
GENE_0138	0.14574923013356425
GENE_0139	0.215215932351425
GENE_0140	-0.007097152521420898
GENE_0141	-0.3092577275854362
GENE_0142	0.1795641660607867
GENE_0143	0.2550092602964998
GENE_0144	0.3518212882371494
GENE_0145	0.16284615688766083
GENE_0146	0.6285786882603153
GENE_0147	0.0446493464626889
GENE_0148	0.05991807201685962
GENE_0149	0.368838059043619
GENE_0150	0.48329186632696064
GENE_0151	0.4165770200287852
GENE_0152	-0.0240706406482989
GENE_0153	0.22901518946523305
GENE_0154	0.3188319605024779
GENE_0155	0.01847003229888364
GENE_0156	-0.2545073339505488
GENE_0157	-0.30092656442526383
GENE_0158	0.11305111989362134
GENE_0159	0.26297084625383665
GENE_0160	-0.13744629517171586
GENE_0161	-0.22958110956743177
GENE_0162	-0.15465540822544016
GENE_0163	0.04497230894910483
GENE_0164	0.23380203987454953
GENE_0165	0.11184953747068895
GENE_0166	0.0019805766597276327
GENE_0167	0.4169626533262225
GENE_0168	0.8169554466425568
GENE_0169	0.003548168525573643
GENE_0170	0.48221601368827866
GENE_0171	-0.20617129827427763
GENE_0172	0.34293663033448346
GENE_0173	-0.24675409542227583
GENE_0174	-0.10621734127144589
GENE_0175	-0.012106304737180338
GENE_0176	-0.5768018498175737
GENE_0177	-0.5467614492856112
GENE_0178	-0.2552126636243237
GENE_0179	0.3971445083641796
GENE_0180	-0.07182512151041702
GENE_0181	0.2745872235911084
GENE_0182	-0.49347735344608123
GENE_0183	0.10796431309147882
GENE_0184	0.13199512570421346
GENE_0185	-0.28796660725333645
GENE_0186	0.558568906578777
GENE_0187	-0.37700752635773066
GENE_0188	-0.07285598728184603
GENE_0189	0.7365525401486648
GENE_0190	-0.2854383119231075
GENE_0191	-0.18638553863542287
GENE_0192	0.04665035236854736
GENE_0193	-0.3982703331660979
GENE_0194	0.15500089706366124
GENE_0195	-0.5342128186347075
GENE_0196	0.0002894614113484459
GENE_0197	0.4339660493788905
GENE_0198	0.19217342287121614
GENE_0199	-0.012299344739663511
GENE_0200	-0.09649970057599529
GENE_0201	-0.025456867853308692
GENE_0202	-0.0861803741481975
GENE_0203	0.11937641672280824
GENE_0204	0.19344015061829345
GENE_0205	0.04306020770213153
GENE_0206	0.2102761004071899
GENE_0207	0.15416625831139916
GENE_0208	-0.37383670612783404
GENE_0209	-0.7006188536444279
GENE_0210	0.05172137527165055
GENE_0211	-0.1350797081062801
GENE_0212	0.06084791774229807
GENE_0213	0.5015556116855123
GENE_0214	-0.08043288098388406
GENE_0215	0.0932198003971141
GENE_0216	-0.25363131186247034
GENE_0217	0.1475264318309532
GENE_0218	-0.23438824578900117
GENE_0219	0.30024728253715033
GENE_0220	0.036850038772054824
GENE_0221	-0.04372034585974207
GENE_0222	-0.4913071092325805
GENE_0223	-0.4118958367573496
GENE_0224	0.17400517736140164
GENE_0225	0.3489268340186144
GENE_0226	0.07244768981671351
GENE_0227	-0.06834343812847078
GENE_0228	0.01449867580636286
GENE_0229	-0.042970680153192345
GENE_0230	-0.21099577519380394
GENE_0231	-0.40533603787237893
GENE_0232	-0.4024302622764821
GENE_0233	-0.2061508750457842
GENE_0234	0.027749865902874
GENE_0235	-0.3986110084510918
GENE_0236	-0.021970972361793316
GENE_0237	-0.22532258183541504
GENE_0238	-0.5014057292040441
GENE_0239	-0.19269338014878576
GENE_0240	0.07101596453361907
GENE_0241	-0.18927670808850777
GENE_0242	0.443224677943001
GENE_0243	0.1870896340513277
GENE_0244	0.3163476685120488
GENE_0245	0.9319408864411765
GENE_0246	-0.17164249312970284
GENE_0247	-0.43000026943810504
GENE_0248	-0.23546689073692617
GENE_0249	0.019917582304517793
GENE_0250	0.11767768443497421
GENE_0251	0.055608106275740136
GENE_0252	-0.13418982553674497
GENE_0253	0.12398448684309973
GENE_0254	0.3425553130579615
GENE_0255	-0.2258017565068153
GENE_0256	-0.2790320164925972
GENE_0257	0.5892674390717132
GENE_0258	-0.3376728073206338
GENE_0259	0.25408084251452484
GENE_0260	-0.0590041802900908
GENE_0261	0.4457765091351505
GENE_0262	-0.08683914284201963
GENE_0263	0.11925047215858753
GENE_0264	-0.39401948051893865
GENE_0265	-0.20343655320473597
GENE_0266	0.07388644257878797
GENE_0267	-0.19990712066880847
GENE_0268	-0.3857774060781783
GENE_0269	0.6373078933621479
GENE_0270	-0.006055311631226123
GENE_0271	0.34378983761293097
GENE_0272	0.5720419236625968
GENE_0273	-0.15681482628359092
GENE_0274	-0.025595186132856235
GENE_0275	0.02307257958083517
GENE_0276	0.14138528029258934
GENE_0277	0.335104784385536
GENE_0278	0.2928140222972312
GENE_0279	0.21587636849192085
GENE_0280	-0.09639859917530226
GENE_0281	-0.002406386051481618
GENE_0282	-0.37598096508229384
GENE_0283	0.21376653218139835
GENE_0284	0.6933394469367852
GENE_0285	0.07867268405941694
GENE_0286	0.4190990240237863
GENE_0287	0.25145465435108694
GENE_0288	-0.1634551259908603
GENE_0289	-0.2654729970158151
GENE_0290	-0.34141265123290504
GENE_0291	0.03625823609602273
GENE_0292	0.16694872439851957
GENE_0293	0.18263535360309205
GENE_0294	-0.34084618856277893
GENE_0295	0.3699667156677176
GENE_0296	-0.16628470330427575
GENE_0297	0.03693121044704599
GENE_0298	-0.19275627033878692
GENE_0299	-0.35490975861798585
GENE_0300	-0.3781541981137044
GENE_0301	0.213264788523003
GENE_0302	-0.003193396487194693
GENE_0303	-0.33001146942132004
GENE_0304	-0.18623152768591641
GENE_0305	0.426973710021322
GENE_0306	0.26452681491499314
GENE_0307	0.18411963312638535
GENE_0308	0.6330515358673391
GENE_0309	0.45086077128058366
GENE_0310	0.010836366424135517
GENE_0311	-0.1628306537919231
GENE_0312	0.7755373008484141
GENE_0313	0.3617408609086558
GENE_0314	-0.16351339759299913
GENE_0315	-0.3993994619185522
GENE_0316	-0.6739789308901661
GENE_0317	-0.38386828345560936
GENE_0318	-0.14436079664168158
GENE_0319	0.4017014796880005
GENE_0320	0.29689984271712216
GENE_0321	0.08053679357779854
GENE_0322	0.18461104442835666
GENE_0323	-0.23438823204613254
GENE_0324	-0.39229114271141463
GENE_0325	-0.06935443647784062
GENE_0326	0.29627434068265507
GENE_0327	0.013598205170940172
GENE_0328	0.21278255054070075
GENE_0329	0.011018011102422324
GENE_0330	-0.38940358004183545
GENE_0331	0.08636050086926195
GENE_0332	-0.11525222339759253
GENE_0333	0.32535145678645344
GENE_0334	-0.47417094047868136
GENE_0335	0.45969121734583374
GENE_0336	-0.3697571127499314
GENE_0337	-0.0849357115479417
GENE_0338	-0.4453436781636166
GENE_0339	0.3043403543583683
GENE_0340	-0.3343478756104372
GENE_0341	-0.163191847953462
GENE_0342	0.3116819372821915
GENE_0343	-0.1526614949763703
GENE_0344	-0.023275736272144094
GENE_0345	0.17526944617757523
GENE_0346	0.10562663381927764
GENE_0347	0.06418853721913977
GENE_0348	-0.17526506992658514
GENE_0349	-0.11796849264687581
GENE_0350	0.13059654746074167
GENE_0351	-0.0858780180361312
GENE_0352	0.07647146154336945
GENE_0353	-0.5761011815294371
GENE_0354	-0.00819555989189339
GENE_0355	0.16000135002885343
GENE_0356	0.19885281891874193
GENE_0357	-0.06296560846956144
GENE_0358	0.09575218739377883
GENE_0359	-0.18112923615781606
GENE_0360	0.4241758397956745
GENE_0361	-0.10222492392768022
GENE_0362	0.38257726788695634
GENE_0363	-0.03300938465719455
GENE_0364	-0.3489441356555839
GENE_0365	-0.07001694575372189
GENE_0366	-0.299270108180834
GENE_0367	-0.08204021484410291
GENE_0368	-0.30855112494671016
GENE_0369	-0.06844822520067464
GENE_0370	0.2950932202344076
GENE_0371	0.4294662097510058
GENE_0372	-0.18426990043637406
GENE_0373	0.2173010144408061
GENE_0374	0.45583889102969677
GENE_0375	-0.34906963821421166
GENE_0376	-0.5138500573732601
GENE_0377	-0.4145993238223515
GENE_0378	-0.014302771335581062
GENE_0379	-0.6525486738085663
GENE_0380	0.3443229618544572
GENE_0381	-0.6701087321930514
GENE_0382	-0.002878564170003852
GENE_0383	0.09615860489085053
GENE_0384	0.20753451707026668
GENE_0385	0.33876030375909755
GENE_0386	0.4922343240867055
GENE_0387	0.1177807569429239
GENE_0388	-0.17814065150503375
GENE_0389	0.05656975506792131
GENE_0390	0.11901544009403736
GENE_0391	0.07218135290051186
GENE_0392	-0.14326756027099943
GENE_0393	0.36238727638903806
GENE_0394	-0.11655228908246551
GENE_0395	-0.03568657494824299
GENE_0396	-0.25220316023304207
GENE_0397	0.27823090551001295
GENE_0398	0.6583633235249646
GENE_0399	0.3601406116740273
GENE_0400	-0.32205891727137614
GENE_0401	-0.24241396498934886
GENE_0402	-0.46826354643569473
GENE_0403	0.09156845837170371
GENE_0404	0.14440377047024403
GENE_0405	-0.20253128451498145
GENE_0406	-0.1659129436832226
GENE_0407	-0.5707424307514086
GENE_0408	-0.03369511824231633
GENE_0409	-0.2089664265289609
GENE_0410	-0.2062474244439658
GENE_0411	0.686622324660589
GENE_0412	0.20028564764033768
GENE_0413	-0.008522912792185674
GENE_0414	0.06713996845317996
GENE_0415	-0.15112295281469182
GENE_0416	0.2906654536130123
GENE_0417	-0.08200475313361623
GENE_0418	-0.3257585609352966
GENE_0419	0.4892112512910497
GENE_0420	-0.23612937496565709
GENE_0421	0.6154919374931479
GENE_0422	0.2722103336860787
GENE_0423	0.2039532241825711
GENE_0424	-0.28820415912705705
GENE_0425	0.44118543144167877
GENE_0426	0.7174217827960774
GENE_0427	-0.30422275626734846
GENE_0428	-0.02450431161640253
GENE_0429	-0.26903504400879663
GENE_0430	-0.10339289284611818
GENE_0431	-0.0512101408360025
GENE_0432	0.3885319321774893
GENE_0433	-0.4272498582823624
GENE_0434	0.21590707814252844
GENE_0435	0.22777046667730658
GENE_0436	-0.27496677428961613
GENE_0437	0.007175067612921316
GENE_0438	-0.17206501747845185
GENE_0439	0.03667450546363233
GENE_0440	0.5549400267186493
GENE_0441	-0.2616378198082368
GENE_0442	0.08911532366146159
GENE_0443	-0.2761879897905052
GENE_0444	0.21778862564536774
GENE_0445	0.09647359338972662
GENE_0446	0.17854509969275706
GENE_0447	-0.15837240639469102
GENE_0448	-0.34232143363705314
GENE_0449	-0.4767797791210882
GENE_0450	0.0028277760709936378
GENE_0451	0.16113851669080195
GENE_0452	0.11854566319432441
GENE_0453	0.220814025594785
GENE_0454	-0.16168127903762392
GENE_0455	-0.028662079068178345
GENE_0456	-0.7037317288500397
GENE_0457	-0.040948802837952526
GENE_0458	0.5222156945960664
GENE_0459	0.05569693751495078
GENE_0460	0.6005338528560501
GENE_0461	0.13045965675222113
GENE_0462	0.29942857472363327
GENE_0463	0.21371838091120804
GENE_0464	0.2500817944872506
GENE_0465	0.09837490591838667
GENE_0466	0.25584961523992766
GENE_0467	-0.1523955086614309
GENE_0468	0.4023689493220406
GENE_0469	0.4676097415601409
GENE_0470	0.11847182723861396
GENE_0471	-0.1079915923815167
GENE_0472	-0.36189892476640745
GENE_0473	0.11518079517837569
GENE_0474	-0.005784860873614948
GENE_0475	-0.1938000774979262
GENE_0476	-0.29520206079281097
GENE_0477	-0.3155742923634752
GENE_0478	0.01855670970985627
GENE_0479	0.14498538101873587
GENE_0480	0.15696063246725891
GENE_0481	0.9626184592152003
GENE_0482	0.21846610610081327
GENE_0483	0.3337617941762755
GENE_0484	0.0017157437128887752
GENE_0485	-0.41721801039465733
GENE_0486	-0.12656905957803408
GENE_0487	0.5370321168735136
GENE_0488	-0.2477810076706788
GENE_0489	0.02486681601460035
GENE_0490	0.01464852327116516
GENE_0491	0.4634257535941747
GENE_0492	0.16367274461556894
GENE_0493	0.18311955796738644
GENE_0494	-0.04371884964729164
GENE_0495	-0.6707082519697448
GENE_0496	-0.11747494087729685
GENE_0497	-0.006276646262446847
GENE_0498	0.05179607609909564
GENE_0499	-0.20418441287537267
